Year,Month,ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
2008,4,390,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,23571,1,9,SO55332,1,1,1120.49,713.0798,1120.49,89.6392
2008,4,359,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,12640,1,10,SO55333,1,1,2294.99,1251.9813,2294.99,183.5992
2008,4,478,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,12640,1,10,SO55333,2,1,9.99,3.7363,9.99,0.7992
2008,4,477,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,12640,1,10,SO55333,3,1,4.99,1.8663,4.99,0.3992
2008,4,537,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,21220,1,9,SO55334,1,1,35.00,13.09,35.00,2.80
2008,4,528,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,21220,1,9,SO55334,2,1,4.99,1.8663,4.99,0.3992
2008,4,222,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,21220,1,9,SO55334,3,1,34.99,13.0863,34.99,2.7992
2008,4,478,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,11458,1,9,SO55335,1,1,9.99,3.7363,9.99,0.7992
2008,4,477,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,11458,1,9,SO55335,2,1,4.99,1.8663,4.99,0.3992
2008,4,225,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,11458,1,9,SO55335,3,1,8.99,6.9223,8.99,0.7192
2008,4,237,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,14232,1,9,SO55336,1,1,49.99,38.4923,49.99,3.9992
2008,4,463,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,11758,1,9,SO55337,1,1,24.49,9.1593,24.49,1.9592
2008,4,228,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,14061,1,9,SO55338,1,1,49.99,38.4923,49.99,3.9992
2008,4,541,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,19604,1,9,SO55339,1,1,28.99,10.8423,28.99,2.3192
2008,4,530,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,19604,1,9,SO55339,2,1,4.99,1.8663,4.99,0.3992
2008,4,487,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,19604,1,9,SO55339,3,1,54.99,20.5663,54.99,4.3992
2008,4,225,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,19604,1,9,SO55339,4,1,8.99,6.9223,8.99,0.7192
2008,4,231,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,19604,1,9,SO55339,5,1,49.99,38.4923,49.99,3.9992
2008,4,541,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,19625,1,9,SO55340,1,1,28.99,10.8423,28.99,2.3192
2008,4,598,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,14930,1,7,SO55341,1,1,539.99,294.5797,539.99,43.1992
2008,4,530,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,11287,1,6,SO55342,1,1,4.99,1.8663,4.99,0.3992
2008,4,480,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,11287,1,6,SO55342,2,1,2.29,0.8565,2.29,0.1832
2008,4,484,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,11287,1,6,SO55342,3,1,7.95,2.9733,7.95,0.636
2008,4,538,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,28054,1,4,SO55343,1,1,21.49,8.0373,21.49,1.7192
2008,4,529,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,28054,1,4,SO55343,2,1,3.99,1.4923,3.99,0.3192
2008,4,535,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,25005,1,1,SO55344,1,1,24.99,9.3463,24.99,1.9992
2008,4,528,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,25005,1,1,SO55344,2,1,4.99,1.8663,4.99,0.3992
2008,4,217,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,25005,1,1,SO55344,3,1,34.99,13.0863,34.99,2.7992
2008,4,529,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,24944,1,4,SO55345,1,1,3.99,1.4923,3.99,0.3192
2008,4,540,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,24944,1,4,SO55345,2,1,32.60,12.1924,32.60,2.608
2008,4,217,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,24944,1,4,SO55345,3,1,34.99,13.0863,34.99,2.7992
2008,4,488,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,24944,1,4,SO55345,4,1,53.99,41.5723,53.99,4.3192
2008,4,535,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,26688,1,1,SO55346,1,1,24.99,9.3463,24.99,1.9992
2008,4,528,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,26688,1,1,SO55346,2,1,4.99,1.8663,4.99,0.3992
2008,4,217,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,26688,1,1,SO55346,3,1,34.99,13.0863,34.99,2.7992
2008,4,540,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,25065,1,1,SO55347,1,1,32.60,12.1924,32.60,2.608
2008,4,529,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,25065,1,1,SO55347,2,1,3.99,1.4923,3.99,0.3192
2008,4,214,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,25065,1,1,SO55347,3,1,34.99,13.0863,34.99,2.7992
2008,4,478,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,21307,1,4,SO55348,1,1,9.99,3.7363,9.99,0.7992
2008,4,477,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,21307,1,4,SO55348,2,1,4.99,1.8663,4.99,0.3992
2008,4,225,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,21307,1,4,SO55348,3,1,8.99,6.9223,8.99,0.7192
2008,4,476,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,19880,1,4,SO55349,1,1,69.99,26.1763,69.99,5.5992
2008,4,474,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,28600,1,6,SO55350,1,1,69.99,26.1763,69.99,5.5992
2008,4,234,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,28600,1,6,SO55350,2,1,49.99,38.4923,49.99,3.9992
2008,4,477,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,17693,1,1,SO55351,1,1,4.99,1.8663,4.99,0.3992
2008,4,225,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,17693,1,1,SO55351,2,1,8.99,6.9223,8.99,0.7192
2008,4,528,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,15307,1,4,SO55352,1,1,4.99,1.8663,4.99,0.3992
2008,4,222,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,15307,1,4,SO55352,2,1,34.99,13.0863,34.99,2.7992
2008,4,485,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,18637,1,6,SO55353,1,1,21.98,8.2205,21.98,1.7584
2008,4,478,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,18637,1,6,SO55353,2,1,9.99,3.7363,9.99,0.7992
2008,4,477,2008-04-01 00:00:00.000,2008-04-08 00:00:00.000,18637,1,6,SO55353,3,1,4.99,1.8663,4.99,0.3992
