Year,Month,ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
2007,12,354,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,27549,1,1,SO50760,1,2,1035.7098,1117.8559,2071.4196,165.7136
2007,12,387,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,19321,1,8,SO50761,1,2,500.2187,605.6492,1000.4375,80.035
2007,12,377,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,17963,1,8,SO50762,1,2,1090.7812,1320.6838,2181.5625,174.525
2007,12,373,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,16513,1,7,SO50763,1,2,1090.7812,1320.6838,2181.5625,174.525
2007,12,337,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,21534,1,10,SO50764,1,2,391.495,486.7066,782.99,62.6392
2007,12,339,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,21669,1,10,SO50765,1,2,391.495,486.7066,782.99,62.6392
2007,12,369,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,13977,2,1,SO50766,1,2,1221.675,1518.7864,2443.35,195.468
2007,12,389,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,14486,1,4,SO50767,1,2,500.2187,605.6492,1000.4375,80.035
2007,12,360,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,16176,1,9,SO50768,1,2,1024.5491,1105.81,2049.0982,163.9279
2007,12,368,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,24484,1,9,SO50769,1,2,1221.675,1518.7864,2443.35,195.468
2007,12,379,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,24465,1,9,SO50770,1,2,1090.7812,1320.6838,2181.5625,174.525
2007,12,370,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,24468,1,9,SO50771,1,2,1221.675,1518.7864,2443.35,195.468
2007,12,369,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,24476,2,9,SO50772,1,2,1221.675,1518.7864,2443.35,195.468
2007,12,331,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,19903,1,7,SO50773,1,2,391.495,486.7066,782.99,62.6392
2007,12,331,2007-12-01 00:00:00.000,2007-12-08 00:00:00.000,27487,1,9,SO50774,1,2,391.495,486.7066,782.99,62.6392
2007,12,358,2007-12-02 00:00:00.000,2007-12-09 00:00:00.000,27553,1,4,SO50775,1,4,512.2745,1105.81,2049.0982,163.9279
2007,12,381,2007-12-02 00:00:00.000,2007-12-09 00:00:00.000,19940,1,10,SO50776,1,4,250.1093,605.6492,1000.4375,80.035
2007,12,354,2007-12-02 00:00:00.000,2007-12-09 00:00:00.000,11439,1,7,SO50777,1,4,517.8549,1117.8559,2071.4196,165.7136
2007,12,356,2007-12-02 00:00:00.000,2007-12-09 00:00:00.000,11578,1,7,SO50778,1,4,517.8549,1117.8559,2071.4196,165.7136
2007,12,335,2007-12-02 00:00:00.000,2007-12-09 00:00:00.000,21508,1,10,SO50779,1,4,195.7475,486.7066,782.99,62.6392
2007,12,321,2007-12-02 00:00:00.000,2007-12-09 00:00:00.000,19945,1,7,SO50780,1,4,195.7475,486.7066,782.99,62.6392
2007,12,360,2007-12-02 00:00:00.000,2007-12-09 00:00:00.000,13561,1,10,SO50781,1,4,512.2745,1105.81,2049.0982,163.9279
2007,12,360,2007-12-02 00:00:00.000,2007-12-09 00:00:00.000,11587,1,7,SO50782,1,4,512.2745,1105.81,2049.0982,163.9279
2007,12,358,2007-12-02 00:00:00.000,2007-12-09 00:00:00.000,11588,1,7,SO50783,1,4,512.2745,1105.81,2049.0982,163.9279
2007,12,383,2007-12-02 00:00:00.000,2007-12-09 00:00:00.000,14498,1,4,SO50784,1,4,250.1093,605.6492,1000.4375,80.035
