Year,Month,ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
2008,8,535,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,12582,1,9,SO63294,1,2,12.495,9.3463,24.99,1.9992
2008,8,538,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,19608,1,9,SO63295,1,2,10.745,8.0373,21.49,1.7192
2008,8,529,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,19608,1,9,SO63295,2,2,1.995,1.4923,3.99,0.3192
2008,8,528,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,24911,1,9,SO63296,1,2,2.495,1.8663,4.99,0.3992
2008,8,217,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,24911,1,9,SO63296,2,2,17.495,13.0863,34.99,2.7992
2008,8,488,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,24911,1,9,SO63296,3,2,26.995,41.5723,53.99,4.3192
2008,8,225,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,24911,1,9,SO63296,4,2,4.495,6.9223,8.99,0.7192
2008,8,528,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,12715,1,9,SO63297,1,2,2.495,1.8663,4.99,0.3992
2008,8,480,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,12715,2,9,SO63297,2,2,1.145,0.8565,2.29,0.1832
2008,8,374,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,14185,1,7,SO63298,1,2,1221.675,1554.9479,2443.35,195.468
2008,8,540,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,14185,1,7,SO63298,2,2,16.30,12.1924,32.60,2.608
2008,8,529,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,14185,1,7,SO63298,3,2,1.995,1.4923,3.99,0.3192
2008,8,472,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,14185,1,7,SO63298,4,2,31.75,23.749,63.50,5.08
2008,8,593,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,15061,1,7,SO63299,1,2,282.495,308.2179,564.99,45.1992
2008,8,222,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,15061,1,7,SO63299,2,2,17.495,13.0863,34.99,2.7992
2008,8,363,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,17187,1,7,SO63300,1,2,1147.495,1251.9813,2294.99,183.5992
2008,8,478,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,17187,1,7,SO63300,2,2,4.995,3.7363,9.99,0.7992
2008,8,477,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,17187,1,7,SO63300,3,2,2.495,1.8663,4.99,0.3992
2008,8,355,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,15924,1,7,SO63301,1,2,1159.995,1265.6195,2319.99,185.5992
2008,8,485,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,15924,1,7,SO63301,2,2,10.99,8.2205,21.98,1.7584
2008,8,231,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,15924,1,7,SO63301,3,2,24.995,38.4923,49.99,3.9992
2008,8,357,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,16824,2,8,SO63302,1,2,1159.995,1265.6195,2319.99,185.5992
2008,8,217,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,16824,1,8,SO63302,2,2,17.495,13.0863,34.99,2.7992
2008,8,225,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,16824,1,8,SO63302,3,2,4.495,6.9223,8.99,0.7192
2008,8,535,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,11467,1,9,SO63303,1,2,12.495,9.3463,24.99,1.9992
2008,8,539,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,11519,1,6,SO63304,1,2,12.495,9.3463,24.99,1.9992
2008,8,529,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,11519,1,6,SO63304,2,2,1.995,1.4923,3.99,0.3192
2008,8,225,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,11519,1,6,SO63304,3,2,4.495,6.9223,8.99,0.7192
2008,8,228,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,11519,1,6,SO63304,4,2,24.995,38.4923,49.99,3.9992
2008,8,530,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,11519,1,6,SO63305,1,2,2.495,1.8663,4.99,0.3992
2008,8,214,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,11519,1,6,SO63305,2,2,17.495,13.0863,34.99,2.7992
2008,8,541,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,26712,1,4,SO63306,1,2,14.495,10.8423,28.99,2.3192
2008,8,530,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,26712,1,4,SO63306,2,2,2.495,1.8663,4.99,0.3992
2008,8,225,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,26712,1,4,SO63306,3,2,4.495,6.9223,8.99,0.7192
2008,8,535,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,11300,1,6,SO63307,1,2,12.495,9.3463,24.99,1.9992
2008,8,528,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,11300,1,6,SO63307,2,2,2.495,1.8663,4.99,0.3992
2008,8,528,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,25254,1,1,SO63308,1,2,2.495,1.8663,4.99,0.3992
2008,8,535,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,25254,1,1,SO63308,2,2,12.495,9.3463,24.99,1.9992
2008,8,485,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,25254,1,1,SO63308,3,2,10.99,8.2205,21.98,1.7584
2008,8,536,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,18756,1,6,SO63309,1,2,14.995,11.2163,29.99,2.3992
2008,8,528,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,18756,1,6,SO63309,2,2,2.495,1.8663,4.99,0.3992
2008,8,484,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,18756,1,6,SO63309,3,2,3.975,2.9733,7.95,0.636
2008,8,474,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,15378,1,6,SO63310,1,2,34.995,26.1763,69.99,5.5992
2008,8,477,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,25147,1,6,SO63311,1,2,2.495,1.8663,4.99,0.3992
2008,8,222,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,25147,1,6,SO63311,2,2,17.495,13.0863,34.99,2.7992
2008,8,477,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,24665,1,6,SO63312,1,2,2.495,1.8663,4.99,0.3992
2008,8,487,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,24665,1,6,SO63312,2,2,27.495,20.5663,54.99,4.3992
2008,8,228,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,24665,1,6,SO63312,3,2,24.995,38.4923,49.99,3.9992
2008,8,477,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,16677,1,4,SO63313,1,2,2.495,1.8663,4.99,0.3992
2008,8,225,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,16677,1,4,SO63313,2,2,4.495,6.9223,8.99,0.7192
2008,8,528,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,15945,1,1,SO63314,1,2,2.495,1.8663,4.99,0.3992
2008,8,480,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,15945,2,1,SO63314,2,2,1.145,0.8565,2.29,0.1832
2008,8,528,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,27451,1,6,SO63315,1,2,2.495,1.8663,4.99,0.3992
2008,8,484,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,27451,1,6,SO63315,2,2,3.975,2.9733,7.95,0.636
2008,8,467,2008-08-01 00:00:00.000,2008-08-08 00:00:00.000,27451,1,6,SO63315,3,2,12.245,9.1593,24.49,1.9592
