Year,Month,ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
2007,9,381,2007-09-01 00:00:00.000,2007-09-08 00:00:00.000,19440,1,10,SO49549,1,1,1000.4375,605.6492,1000.4375,80.035
2007,9,329,2007-09-01 00:00:00.000,2007-09-08 00:00:00.000,19380,1,7,SO49550,1,1,782.99,486.7066,782.99,62.6392
2007,9,333,2007-09-01 00:00:00.000,2007-09-08 00:00:00.000,21040,1,10,SO49551,1,1,782.99,486.7066,782.99,62.6392
2007,9,358,2007-09-01 00:00:00.000,2007-09-08 00:00:00.000,12647,1,10,SO49552,1,1,2049.0982,1105.81,2049.0982,163.9279
2007,9,354,2007-09-01 00:00:00.000,2007-09-08 00:00:00.000,14302,1,9,SO49553,1,1,2071.4196,1117.8559,2071.4196,165.7136
2007,9,337,2007-09-01 00:00:00.000,2007-09-08 00:00:00.000,15739,1,4,SO49554,1,1,782.99,486.7066,782.99,62.6392
2007,9,387,2007-09-01 00:00:00.000,2007-09-08 00:00:00.000,25036,1,9,SO49555,1,1,1000.4375,605.6492,1000.4375,80.035
2007,9,339,2007-09-01 00:00:00.000,2007-09-08 00:00:00.000,26752,1,9,SO49556,1,1,782.99,486.7066,782.99,62.6392
2007,9,335,2007-09-01 00:00:00.000,2007-09-08 00:00:00.000,26753,1,9,SO49557,1,1,782.99,486.7066,782.99,62.6392
2007,9,333,2007-09-02 00:00:00.000,2007-09-09 00:00:00.000,19366,1,7,SO49558,1,2,391.495,486.7066,782.99,62.6392
2007,9,369,2007-09-02 00:00:00.000,2007-09-09 00:00:00.000,26115,2,6,SO49559,1,2,1221.675,1518.7864,2443.35,195.468
2007,9,375,2007-09-02 00:00:00.000,2007-09-09 00:00:00.000,13892,1,1,SO49560,1,2,1090.7812,1320.6838,2181.5625,174.525
2007,9,358,2007-09-02 00:00:00.000,2007-09-09 00:00:00.000,14681,1,9,SO49561,1,2,1024.5491,1105.81,2049.0982,163.9279
2007,9,354,2007-09-02 00:00:00.000,2007-09-09 00:00:00.000,14234,1,9,SO49562,1,2,1035.7098,1117.8559,2071.4196,165.7136
2007,9,354,2007-09-02 00:00:00.000,2007-09-09 00:00:00.000,27087,1,4,SO49563,1,2,1035.7098,1117.8559,2071.4196,165.7136
2007,9,387,2007-09-02 00:00:00.000,2007-09-09 00:00:00.000,26533,1,6,SO49564,1,2,500.2187,605.6492,1000.4375,80.035
2007,9,356,2007-09-02 00:00:00.000,2007-09-09 00:00:00.000,21501,1,6,SO49565,1,2,1035.7098,1117.8559,2071.4196,165.7136
2007,9,333,2007-09-02 00:00:00.000,2007-09-09 00:00:00.000,15565,1,1,SO49566,1,2,391.495,486.7066,782.99,62.6392
