,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count
0,2022-06-25 22:51:18+00:00,https://twitter.com/poetrineer/status/1540830018590461960,poetrineer,Twitter for Android,,"So as one of my commitment to document my learning process on the #30DaysOfLearning with @TheOyinbooke
I am still on the task for Day 09, which is building report, dashboard using PowerBI, and then document on Github.
It's been very uneasy for me, using a 'problematic' PC 😕😐",0,0,0,1
1,2022-06-25 22:44:10+00:00,https://twitter.com/poetrineer/status/1540828224011239429,poetrineer,Twitter for Android,,"Finally, here is my updated COVID-19 Data Analysis Report on my Github account.

I heartedly covet your criticisms..

#30DaysOfLearning  @Microsoft #DataAnalytics
 
https://t.co/2YdhYN3hd2",1,0,0,0
2,2022-06-25 19:25:58+00:00,https://twitter.com/MichealOjuri/status/1540778346144944129,MichealOjuri,Twitter Web App,"Oyo, Nigeria","#30NGDaysOfLearning
#30daysoflearning 
#microsoft

Day 6
General Track - Recap for the Week

Day 7
Feedback and Cloud Skill Challenge Day

I just finished week one in 'Microsoft 30 Days of Learning'. I know I am a little behind, so much to do. However, I'll catch up, slowly!",0,0,0,0
3,2022-06-25 16:44:36+00:00,https://twitter.com/oye__aashu/status/1540737736205750273,oye__aashu,Twitter for Android,"Nainital, India",Day 4/ #30daysoflearning learned all about array method,3,0,0,1
4,2022-06-25 12:49:02+00:00,https://twitter.com/hsb_data/status/1540678455552909312,hsb_data,Twitter Web App,New Jersey,Learning about sub queries on @DataCamp (SQL) #AllAboutTheData #30daysoflearning,0,0,0,0
5,2022-06-25 12:33:31+00:00,https://twitter.com/TheOyinbooke/status/1540674547220742145,TheOyinbooke,Twitter for Android,Nigeria,"Below are my Blended Learning and Data Analysis Course Certificates from  @FutureLearn during those period.

Join Cloud Skill Challenge here
🔴Data Analysis https://t.co/yW1c3SbnyV
🔵Power Platform https://t.co/Vq0Tq5FP4D
🟡Data Science https://t.co/bjt4maJN1Q
#30DaysOfLearning https://t.co/zXJ1fvfxQ2",16,3,0,1
6,2022-06-25 12:23:14+00:00,https://twitter.com/Adeyemoore/status/1540671961939836928,Adeyemoore,Twitter Web App,"Lagos, Nigeria",Just had some free time to catch up with some of the #NG30DaysOfLearning lectures due to the Financial Analysis Program I am running with ALX . So I created my first dashboard today thanks to @TheOyinbooke. I am welcoming corrections from everyone @jessica_xls @OluwatobiYusuf_ https://t.co/TSyUwebZFp,59,6,1,3
7,2022-06-25 09:01:57+00:00,https://twitter.com/OnabanjoMico/status/1540621307691384832,OnabanjoMico,Twitter for Android,"Lagos, Nigeria","One of the things I have learnt in Automated ML is not only the Modelling operation in the cloud but able to work with the Operation i.e (DIY) by working towards
getting the best results that will beat the azure operation if possible 
@TheOyinbooke  #NG30daysofLearning https://t.co/UjhM0H0Fn7",3,0,0,0
8,2022-06-25 07:20:07+00:00,https://twitter.com/De_DataGirl/status/1540595677801193473,De_DataGirl,Twitter Web App,"Abia, Nigeria","Sometimes EDA should be done first on a dataset before trying to clean missing values. Just got saved from mindlessly using mean imputation.

#30daysoflearning #DataScience #dataScientist",1,1,0,0
9,2022-06-25 03:57:24+00:00,https://twitter.com/GioGuarin/status/1540544662427111425,GioGuarin,Twitter for iPhone,"Palm Beach, FL","3 | #30daysoflearning 

Offline day today, took my nephew out to the movies after work and came back home late. Tomorrow is my Friday and I’ll end up making up for it. 

GN!",0,0,0,0
10,2022-06-25 01:46:39+00:00,https://twitter.com/ibraheem_amodu/status/1540511759022301184,ibraheem_amodu,Twitter for Android,"Abuja, Nigeria","Day 3 
Learned how to build interactive dashboard in MS Excel.
Did analysis and built a dashboard using the #COVID19 dataset I scraped in day 2 then documented it on #github
 check out my work at https://t.co/Mf35kVsQwd
@TheOyinbooke
#NG30DaysOfLearning 
#Microsoft https://t.co/IsUVe4iFO6",0,0,0,1
11,2022-06-25 01:46:22+00:00,https://twitter.com/ibraheem_amodu/status/1540511689313079298,ibraheem_amodu,Twitter for Android,"Abuja, Nigeria","Week 1 of the  #NG30DaysOfLearning 
A thread 🧵",2,0,0,1
12,2022-06-25 00:51:43+00:00,https://twitter.com/Abiola_158/status/1540497933572968448,Abiola_158,Twitter Web App,Nigeria,"Hi fam, kindly check out my recent analysis on covid'19 cases here .... https://t.co/SOmgKrt7ha
All thanks to 
@TheOyinbooke
 &amp; other Microsoft members for this opportunity!
@hassanah_aa 
@DataFestAfrica 
@MARKce_ 
@Zionbonzo 
 #NG30DaysOfLearning https://t.co/sOr7Siuc5k",2,1,0,0
13,2022-06-24 23:49:06+00:00,https://twitter.com/Abdroqeeb_Ola/status/1540482177531625473,Abdroqeeb_Ola,Twitter for Android,"Oyo, Nigeria","Currently going through this session and I must say @AhmedOyelowo is a great teacher🙌🏾🙌🏾🔥
He really simplified data modelling and DAX in Power BI.

#NG30DaysOfLearning #DataAnalytics #Microsoft https://t.co/tFpFei5cYF",3,0,0,0
14,2022-06-24 23:47:25+00:00,https://twitter.com/OnabanjoMico/status/1540481752988323843,OnabanjoMico,Twitter for Android,"Lagos, Nigeria","AUTOMATED ML
Afta selecting a dataset I automate d modelling using Linear Regression algorithm with Rndom Forest and LightGBM models and I set a short time for the operation
#NG30DaysOfLearning
I observed dat time taking for the operatn cld be one of the ways to get a Best MODEL https://t.co/8zSNoZYCGf",1,0,0,0
15,2022-06-24 23:22:31+00:00,https://twitter.com/MichealOjuri/status/1540475489390829569,MichealOjuri,Twitter for Android,"Oyo, Nigeria","#30NGDaysOfLearning
#30daysoflearning
#microsoft
#Day5

A Day in the life of a Data Analyst!

Cornucopia of experience, knowledge and motivation 🔥",0,0,0,0
16,2022-06-24 22:56:52+00:00,https://twitter.com/OnabanjoMico/status/1540469030548545536,OnabanjoMico,Twitter Web App,"Lagos, Nigeria","Currently working on machine learning in azure cloud

As i speak now the model is running, will give you the gist later

#NG30DaysOfLearning @TheOyinbooke",4,0,0,0
17,2022-06-24 22:46:13+00:00,https://twitter.com/Fabulousnani01/status/1540466352711925765,Fabulousnani01,Twitter for Android,,"Low Code Development with Power Platform: https://t.co/zQRTjNgnZU

Data Science and Machine with Azure: https://t.co/RLeVQtbXBM

#30Daysoflearning",0,0,0,0
18,2022-06-24 22:46:12+00:00,https://twitter.com/Fabulousnani01/status/1540466346948968449,Fabulousnani01,Twitter for Android,,"TGIF ✨🎉
Don't get tired in replicating all that you've learnt in the @microsoft  #30daysoflearning . It's from practice that you understand the whole concept of each session the more.

Remember your cloudskill Challenge . Endeavor to complete at least 2modules per day. 
🧵",0,0,0,1
19,2022-06-24 21:42:40+00:00,https://twitter.com/TheOyinbooke/status/1540450361093267457,TheOyinbooke,Twitter Web App,Nigeria,"Data Science and Machine with Azure: https://t.co/Kaf4jFG6SQ

#30Daysoflearning",9,3,0,0
20,2022-06-24 21:42:40+00:00,https://twitter.com/TheOyinbooke/status/1540450359033970690,TheOyinbooke,Twitter Web App,Nigeria,"Low Code Development with Power Platform: https://t.co/tOcXwYHUd2

#30Daysoflearning",8,3,0,1
21,2022-06-24 21:42:39+00:00,https://twitter.com/TheOyinbooke/status/1540450357121261568,TheOyinbooke,Twitter Web App,Nigeria,"Data Analysis Using Microsoft Power BI: https://t.co/z8nepzEg5Y

#30Daysoflearning",6,3,1,1
22,2022-06-24 18:21:58+00:00,https://twitter.com/RohitRajvaidya5/status/1540399851384426496,RohitRajvaidya5,Twitter Web App,Aurangabad Maharashtra India,"#pythonprogramming #30daysoflearning 

Day 4 🐍🐍🐍

Today, I have learned about operators and while loop and learn this short-hand technique for if-else statements. https://t.co/NC9Iqc4I88",0,0,0,0
23,2022-06-24 16:43:19+00:00,https://twitter.com/williamsData_/status/1540375027471814658,williamsData_,Twitter for iPhone,,"One thing I have figured so far in today’s learning was that the more  mistake I made and start over ,the more I realized I don’t have to rewatch the videos to follow the procedures.
Thank you @MicrosoftLearn @TheOyinbooke 
God bless you all
#30DaysOfLearning #peacelearningseries",3,0,0,0
24,2022-06-24 16:00:44+00:00,https://twitter.com/Fabulousnani01/status/1540364309645217792,Fabulousnani01,Twitter for Android,,"Data Analysis Learning Hour 🔴🔵🟡

Learn How to _Add Button, Page Navigation, Bookmark, and Tooltips_ in Microsoft Power BI at this entertaining session.
Click here to join us now on MS Teams https://t.co/plIDPMxmfu

#30DaysOfLearning #NG30DaysOfLearning https://t.co/UYnpW7U4Ku",0,0,0,0
25,2022-06-24 15:42:58+00:00,https://twitter.com/ernie_ola/status/1540359835828510726,ernie_ola,Twitter for Android,Nigeria,"Day 12 of 30 Days of Learning: I learnt how to prepare data for model building and how to use Matplotlib for data visualization. 
#30daysoflearning #ml #OAUTwitter https://t.co/wBbwoQxzRE",5,2,0,2
26,2022-06-24 15:04:25+00:00,https://twitter.com/naf_riah/status/1540350134663499776,naf_riah,Twitter Web App,,"Today I earned my ""Introduction to lists in Python"" badge! I’m so proud to be celebrating this achievement and hope this inspires you to start your own @MicrosoftLearn journey!

 https://t.co/oGCHsCag26 #MSLearnBadge 

#30daysoflearning 
#vikkiesDataScienceJourney",1,0,0,0
27,2022-06-24 14:57:52+00:00,https://twitter.com/Tokings01/status/1540348489065971712,Tokings01,Twitter for Android,Lagos,"#30DaysOfLearning @japhletnwamu
We have our session *“Building a Model Driven Application with Power Apps​​”* coming up by 4pm GMT+1. The session would show you how to build model driven applications without code.
Here's the link to join: https://t.co/OjVdYGUAbW
❤️&amp;💡",2,0,0,0
28,2022-06-24 14:57:28+00:00,https://twitter.com/TheOyinbooke/status/1540348385445691392,TheOyinbooke,Twitter for Android,Nigeria,"Data Analysis Learning Hour 🔴🔵🟡

Learn How to _Add Button, Page Navigation, Bookmark, and Tooltips_ in Microsoft Power BI at this entertaining session.
Click here to join us now on MS Teams https://t.co/ZWMMtOHLrH

#30DaysOfLearning #NG30DaysOfLearning https://t.co/ZvUncG35MC",47,11,0,1
29,2022-06-24 13:54:02+00:00,https://twitter.com/naf_riah/status/1540332421811412993,naf_riah,Twitter Web App,,"Today I earned my ""Use mathematical operations in Python"" badge! I’m so proud to be celebrating this achievement and hope this inspires you to start your own @MicrosoftLearn journey!

 https://t.co/pPw4ECq4fC #MSLearnBadge 

#30daysoflearning
#vikkiesDataScienceJourney",0,0,0,0
30,2022-06-24 12:59:46+00:00,https://twitter.com/lia_jules_/status/1540318767309283331,lia_jules_,Twitter for Android,,"Jumped on the superStore normalized dataset and created this using power BI @AhmedOyelowo @TheOyinbooke 
Constructive criticism is appreciated😊  #30DaysOfLearning https://t.co/s7HHCjxxnC",10,0,0,1
31,2022-06-24 12:53:35+00:00,https://twitter.com/Fabulousnani01/status/1540317211671265282,Fabulousnani01,Twitter for Android,,"Did you miss yesterday's session on ""Data Analysis Expression (DAX) for Beginners""? We've got good news for you 🔥🔥🔥🔥
You can now watch the session in our well documented post here
https://t.co/bejYgjfNSb
Check out other sessions here
https://t.co/Y4B3ZKQM3P
#30DaysOfLearning",0,0,0,0
32,2022-06-24 12:07:26+00:00,https://twitter.com/AyeshZaynab/status/1540305595596685312,AyeshZaynab,Twitter for Android,"Bahawalpur, Pakistan","It's been a great time learning and exploring new things... My first project on GitHub and created the dashboard of COVID_19 time series data for meaningful Insights using MS Excel. Take a look please.... 
#DataAnalysis 
#30DaysOfLearning https://t.co/wPtlp4rbpR",1,0,0,0
33,2022-06-24 11:49:55+00:00,https://twitter.com/naf_riah/status/1540301190180872192,naf_riah,Twitter Web App,,"Today I earned my ""Use strings in Python"" badge! I’m so proud to be celebrating this achievement and hope this inspires you to start your own @MicrosoftLearn journey!

 https://t.co/sp8NvQUqji #MSLearnBadge 

#30daysoflearning 
#vikkiesDataScienceJourney",2,0,0,0
34,2022-06-24 11:24:16+00:00,https://twitter.com/_globalsmile/status/1540294732785532928,_globalsmile,Twitter Web App,,"Day 10 of #NG30DaysOfLearning

I was introduced to the concept of data modeling. 

I also learnt that tables can be classified as(in a star schema):

- Dimensions : which describes the business entities and also stores permanent data.
@CinnamonXi 

#microsoft  #dataanalytics",0,0,0,1
35,2022-06-24 11:15:46+00:00,https://twitter.com/Olaoluwa__Mercy/status/1540292594110021634,Olaoluwa__Mercy,Twitter for Android,Ile-Ife,"#30daysoflearning
@TheOyinbooke
Day 10 n 11
Slide 1: Modelling
Slide 2: Dax filter function
Slide 4: Calendarauto function
Slide 4: 🌚 https://t.co/sgS8fznBJF",1,0,0,0
36,2022-06-24 08:48:01+00:00,https://twitter.com/TheOyinbooke/status/1540255412301320192,TheOyinbooke,Twitter for Android,Nigeria,"Did you miss yesterday's session on ""Data Analysis Expression (DAX) for Beginners""? We've got good news for you 🔥🔥🔥🔥
You can now watch the session in our well documented post here
https://t.co/hmkWyVLpMK
Check out other sessions here
https://t.co/n8qVMSLM0y
#30DaysOfLearning",34,13,0,1
37,2022-06-24 07:02:33+00:00,https://twitter.com/RNagbinu/status/1540228870259052544,RNagbinu,Twitter for Android,,"Created and activated my github account https://t.co/nMzH14ucC1, a lot more to learn in the ongoing 30daysoflearning, enjoying the ride😁 #30daysoflearning #NG30daysoflearning",0,0,0,0
38,2022-06-24 03:04:36+00:00,https://twitter.com/GioGuarin/status/1540168990022139905,GioGuarin,Twitter Web App,"Palm Beach, FL","2 | #30DaysOfLearning 

Good evening! 

Completed the 1st cert prep for net+ on Linkedin learning. Mostly to chop away at my queue of videos I need to get through in order to hit the more challenging items. Time studied today was ~35 minutes. 

#networking #backend #Engineering https://t.co/iQURU0eL5J",0,0,0,1
39,2022-06-24 02:14:33+00:00,https://twitter.com/Olaoluwa__Mercy/status/1540156394007035906,Olaoluwa__Mercy,Twitter for Android,Ile-Ife,"#30DaysOfLearning
Day 10 ...Data modelling
Day11....Dax 
Both by @AhmedOyelowo 
I really enjoyed both classes 😁

I can't wait to try my hands on some DAX functions 🤲🤲...it definitely won't be difficult analysis expression for me😂😂😂

@TheOyinbooke",1,0,0,1
40,2022-06-23 22:42:56+00:00,https://twitter.com/TheOyinbooke/status/1540103138568556544,TheOyinbooke,Twitter for Android,Nigeria,"Welcome to my Twitter page 💙💡. 
Learn for free in 30Days
🟡 Data Analysis: https://t.co/nliKXnrI0T
🔵 Power Platform: https://t.co/MwuxepDik6
🔴 Data Science and ML: https://t.co/RqtYE9y8fo

🚏Onboarding Resources: https://t.co/tZj9GjUW3c
#30DaysOfLearning #NG30DaysOfLearning",191,85,2,10
41,2022-06-23 21:12:46+00:00,https://twitter.com/TheOyinbooke/status/1540080445832003584,TheOyinbooke,Twitter Web App,Nigeria,"This night, check these cloud skill challenges and complete at least 2 Modules.
Click the link below
Data Analysis: https://t.co/yW1c3SsYXv
Power Platform: https://t.co/Vq0Tq5Xqtd
Data Science and ML: https://t.co/bjt4mb1oqq
 
Come back and share your learning
#30DaysOfLearning",71,24,3,2
42,2022-06-23 20:34:34+00:00,https://twitter.com/ernie_ola/status/1540070834810900483,ernie_ola,Twitter for Android,Nigeria,"Day 11 of 30 Days of Learning: I learnt how Python and Scikit-learn work for regression models. I also visualised and cleaned data in preparation for machine learning.

#30DaysOfLearning #MSFT #oautwitter https://t.co/BhbPCbuqjK",8,5,0,0
43,2022-06-23 18:33:08+00:00,https://twitter.com/Abd_Salam7/status/1540040271840378882,Abd_Salam7,Twitter for Android,"Jos, Nigeria",I created my first ever Dashboard using MS Excel. This baby is learning to crawl. Onto the next thing!! #30DaysOfLearning https://t.co/2ZhAulq65k,2,0,0,0
44,2022-06-23 18:05:27+00:00,https://twitter.com/RohitRajvaidya5/status/1540033308847149056,RohitRajvaidya5,Twitter Web App,Aurangabad Maharashtra India,"Daily #pythonprogramming  #30daysoflearning 

Day 3 🐍🐍🐍

Today I have done some practice codes from https://t.co/3OxfvrTZbE. Also done conditionals, loops, and sets. 

This is going great and as they say, #codechallenge gives accountability toward your task.",0,0,0,0
45,2022-06-23 17:35:54+00:00,https://twitter.com/Kennytheanalys/status/1540025872555589632,Kennytheanalys,Twitter Web App,NG ,"Wrote a classification model to predict which class a  wine belongs base on its features.
#NG30DaysOfLearning  #MachineLearning https://t.co/GneNcqr35K",12,0,0,4
46,2022-06-23 16:22:01+00:00,https://twitter.com/SaobanL/status/1540007277389832193,SaobanL,Twitter Web App,,"Analysis of Worst and best states for retirement in the USA using Power BI.
#30DaysOfLearning 
@TheOyinbooke https://t.co/500wlIrXO9",4,0,0,1
47,2022-06-23 15:23:00+00:00,https://twitter.com/Tokings01/status/1539992423597838336,Tokings01,Twitter for Android,Lagos,"Heard you missed the trainings we had last week in the Power Platform track of #30DaysOfLearning?

Not to worry, we've got you covered. Here's a blog summarizing what Week 1 was like: https://t.co/p2rQWjkWdg

If you haven't, you can still register: https://t.co/Hx9zNwnZqB

Enjoy!",1,0,0,0
48,2022-06-23 15:21:47+00:00,https://twitter.com/naf_riah/status/1539992120659951617,naf_riah,Twitter Web App,,"Today I earned my ""Use Boolean logic in Python"" badge! I’m so proud to be celebrating this achievement and hope this inspires you to start your own @MicrosoftLearn journey!

 https://t.co/XI1Hrsw3A1 #MSLearnBadge 

#30DaysOfLearning 
#vikkiesDataScienceJourney",1,0,0,0
49,2022-06-23 14:46:56+00:00,https://twitter.com/naf_riah/status/1539983347237134336,naf_riah,Twitter Web App,,"Today I earned my ""Create and manage projects in Python"" badge! I’m so proud to be celebrating this achievement and hope this inspires you to start your own @MicrosoftLearn journey!

 https://t.co/k41Q4rZbAw #MSLearnBadge 

#30DaysOfLearning 
#vikkiesDataScienceJourney",1,0,0,0
50,2022-06-23 14:45:09+00:00,https://twitter.com/williamsData_/status/1539982900942209025,williamsData_,Twitter for iPhone,,Here I am trying to analyse this data set …#babysteps #30DaysOfLearning https://t.co/ShQuA0ZcpF,1,0,0,0
51,2022-06-23 12:54:41+00:00,https://twitter.com/Abdroqeeb_Ola/status/1539955101439344642,Abdroqeeb_Ola,Twitter for Android,"Oyo, Nigeria","#NG30DaysOfLearning Day 09lesson was about introduction to power query editor and its various components. The task is to build a simple dashboard from a web data. Check out the documentation here https://t.co/Pewokr6XvO

@TheOyinbooke @lee_stott
#Microsoft #DataAnalytics #PowerBI https://t.co/KjT75CIPJa",20,2,0,3
52,2022-06-23 12:37:26+00:00,https://twitter.com/jayblife/status/1539950757776162817,jayblife,Twitter Web App,"Virginia, USA","DAY 23 #30daysoflearning
https://t.co/pHViknLYfF",1,0,0,0
53,2022-06-23 12:15:43+00:00,https://twitter.com/therealFadaca/status/1539945295638929408,therealFadaca,Twitter for Android,"Ibadan, Nigeria","I created my first Excel Dashboard today, I learnt this from the #NG30DaysOfLearning organized by Olanrewaju Oyinbooke and his team.

The data was sourced from the web ( Github ), the data was cleaned with power query and it was analyzed using pivot tables. https://t.co/zsjie2Mbep",17,1,0,1
54,2022-06-23 11:45:10+00:00,https://twitter.com/saltypip/status/1539937603885170688,saltypip,Twitter for Android,Nigeria,After using PowerBI and Excel in the last 30days.... #NG30DaysOfLearning https://t.co/COzYtQwaG1,11,0,0,1
55,2022-06-23 11:32:22+00:00,https://twitter.com/naf_riah/status/1539934385817980930,naf_riah,Twitter Web App,,"Today I earned my ""Write your first Python programs"" badge! I’m so proud to be celebrating this achievement and hope this inspires you to start your own @MicrosoftLearn journey!

 https://t.co/x9FNXWW3vJ #MSLearnBadge

#30DaysOfLearning
#vikkiesDataScienceJourney",1,0,0,0
56,2022-06-23 11:29:40+00:00,https://twitter.com/TheOyinbooke/status/1539933705040543744,TheOyinbooke,Twitter for Android,Nigeria,"What a session! 🔥🔥 @AhmedOyelowo delivered yet another amazing session that got everyone glued to the screen.
Years of experience condensed to an hour engagement.
Watch this and get a solid foundation in DAX.
https://t.co/y4BvLuxIcW
#30DaysOfLearning",27,6,1,0
57,2022-06-23 11:16:07+00:00,https://twitter.com/Adaonyiniel/status/1539930295092318209,Adaonyiniel,Twitter Web App,,"For every time I set a goal and crush it or I slack and don't, I have come to see that nothing can actually stop me but myself.
#30DaysOfLearning #WomenWhoCode",2,3,0,0
58,2022-06-23 11:07:36+00:00,https://twitter.com/AbdullahiYinus3/status/1539928151962304513,AbdullahiYinus3,Twitter for Android,"Lagos, Nigeria","Productive hour learning about DAX with @AhmedOyelowo who  broke it down quite well  .
#30DaysOfLearning @TheOyinbooke https://t.co/fPRp0SkFSR",3,0,0,0
59,2022-06-23 10:59:13+00:00,https://twitter.com/_ADaniel02/status/1539926043900919808,_ADaniel02,Twitter for Android,"Osun, Nigeria",Just completed my first COVID-19 Dashboard using only Microsoft Excel. #30DaysOfLearning https://t.co/Fj8smr71ta,6,2,0,2
60,2022-06-23 10:44:15+00:00,https://twitter.com/TheOyinbooke/status/1539922276191277059,TheOyinbooke,Twitter for Android,Nigeria,"@AhmedOyelowo is not just a teacher. He is a great teacher 🔥
Join our DAX for Beginners session here
https://t.co/y4BvLuxIcW

#30DaysOfLearning",9,1,0,1
61,2022-06-23 10:43:32+00:00,https://twitter.com/TheOyinbooke/status/1539922096423313408,TheOyinbooke,Twitter for Android,Nigeria,"In case you are just seeing this, you haven't missed so much. 
DAX for Beginners with @AhmedOyelowo
Click this link and join us now
https://t.co/y4BvLuxIcW

#30DaysOfLearning",18,2,0,0
62,2022-06-23 10:43:30+00:00,https://twitter.com/Abd_Salam7/status/1539922086893862912,Abd_Salam7,Twitter for Android,"Jos, Nigeria",First work in github. Data Analytics baby steps #30DaysOfLearning. I am working on my Covid19 Dashboard next. Stay tuned for more. https://t.co/kIshLp1MFc,2,0,0,2
63,2022-06-23 10:42:07+00:00,https://twitter.com/Olaoluwa__Mercy/status/1539921737571356673,Olaoluwa__Mercy,Twitter for Android,Ile-Ife,"#30DaysOfLearning
Day 9 task
 lab-01 n 02  in cloud skill challenge
I connected to a SQL 
I connected to a csv file.
Performed some transformations on the datasets
Unpivoting columns
Simple calculations https://t.co/aXLkGt1IZn",1,0,0,1
64,2022-06-23 10:12:06+00:00,https://twitter.com/TheOyinbooke/status/1539914184074444805,TheOyinbooke,Twitter Web App,Nigeria,"DAX means Data Analysis Expression but if you don't know how to use it in Power BI, it will become Difficult Analysis Expression --- @AhmedOyelowo .

Join us here https://t.co/y4BvLuxIcW as he simplifies DAX for beginners.

#30DaysOfLearning",26,9,0,0
65,2022-06-23 10:10:04+00:00,https://twitter.com/japhletnwamu/status/1539913674076332032,japhletnwamu,Twitter for Android,"Edo, Nigeria","Heard you missed the trainings we had last week in the Power Platform track of #30DaysOfLearning?

Not to worry, we've got you covered. Here's a blog summarizing what Week 1 was like: https://t.co/zbkIZ4Psue

If you haven't, you can still register: https://t.co/44MBr22lmK

Enjoy!",7,3,0,1
66,2022-06-23 10:07:25+00:00,https://twitter.com/TheOyinbooke/status/1539913006171267072,TheOyinbooke,Twitter for Android,Nigeria,"To be good with Power BI, you need a strong fundamentals of Data Analysis Expression (DAX).
Get the strong foundation in this live session
https://t.co/y4BvLuxIcW
#30DaysOfLearning",98,37,0,0
67,2022-06-23 10:05:10+00:00,https://twitter.com/TheOyinbooke/status/1539912441873793026,TheOyinbooke,Twitter for Android,Nigeria,"Do not miss this session for anything 🔥🔥🔥🔥
Come see Data Analysis Expression (DAX) in Action
Our Microsoft Most Valuable Professional (MVP) @AhmedOyelowo is here
Join with this link
https://t.co/y4BvLuxIcW

#30DaysOfLearning",22,6,1,0
68,2022-06-23 10:01:39+00:00,https://twitter.com/captainprince_/status/1539911552752549888,captainprince_,Twitter Web App,"Weija, Ghana","Yesterday was awesome on Data Modeling... We move on to another interesting topic, DAX😍. Come and Join, lets digest it together. 
#30DaysOfLearning https://t.co/RiTBnSp8x1",0,0,0,0
69,2022-06-23 09:35:24+00:00,https://twitter.com/TheOyinbooke/status/1539904948762198018,TheOyinbooke,Twitter Web App,Nigeria,"Less than 30 Minutes to go.
Let's see DAX Application in Action. @AhmedOyelowo  is with us today.

Don't forget to register here: https://t.co/UdtYkIIFpm

#30DaysOfLearning",15,3,1,0
70,2022-06-23 09:04:11+00:00,https://twitter.com/dee_kepo/status/1539897092080017409,dee_kepo,Twitter for iPhone,"Ibadan, Nigeria",It’s breaking my heart that my laptop isn’t running PowerBi😩 Disturbing my participation in #30DaysOfLearning by @TheOyinbooke 😭😭😭,0,0,0,0
71,2022-06-23 08:48:20+00:00,https://twitter.com/TheOyinbooke/status/1539893102126718976,TheOyinbooke,Twitter Web App,Nigeria,"We go again this morning 11AM (GMT+1)
We started Data Modelling in Power BI yesterday, Let's see DAX in action today.
Register here
https://t.co/UdtYkIIFpm
#30DaysOfLearning",21,7,1,1
72,2022-06-23 07:52:49+00:00,https://twitter.com/oye__aashu/status/1539879134540705792,oye__aashu,Twitter Web App,"Nainital, India","day 3/ #30DaysOfLearning #javascript 
Made a basic photo editor (blur+size+background) using global objects. https://t.co/4roaTgL3zi",1,2,0,0
73,2022-06-23 07:39:14+00:00,https://twitter.com/Zuba6Zubair/status/1539875713326759936,Zuba6Zubair,Twitter Web App,Nigeria,"Today I earned my ""Design a data model in Power BI "" badge! I’m so proud to be celebrating this achievement and hope this inspires you to start your own @MicrosoftLearn journey!. Thanks to @TheOyinbooke  @japhletnwamu 

 https://t.co/VFdW3ZqnxI #MSLearnBadge #30DaysOfLearning",3,0,0,1
74,2022-06-23 07:06:47+00:00,https://twitter.com/Kennytheanalys/status/1539867549650849792,Kennytheanalys,Twitter Web App,NG ,"SQL command type.
#NG30DaysOfLearning 
#SQL https://t.co/bupSAZqwwu",1,0,0,0
75,2022-06-23 06:29:40+00:00,https://twitter.com/ADENIYIJUSTONE/status/1539858208902332422,ADENIYIJUSTONE,Twitter for Android,"Oyo, Nigeria",My take away from yesterday data modelling session in the ongoing #NG30DaysOfLearning https://t.co/g86gpLY6LF,3,0,0,0
76,2022-06-23 05:53:09+00:00,https://twitter.com/Olaoluwa__Mercy/status/1539849018263707650,Olaoluwa__Mercy,Twitter for Android,Ile-Ife,"Slide1..Day 2/3 visuals
Slide2...is meant to be day 9 assignment buh don't ask me what I was doing Sha😒😒😂🏃🏃
#30DaysOfLearning https://t.co/Cl444PRMez",3,0,0,1
77,2022-06-23 05:42:20+00:00,https://twitter.com/AdetayoMatthew/status/1539846296466604032,AdetayoMatthew,Twitter Web App,"Lagos, Nigeria",".Data modelling is a technique used in NORMALIZING data ,that is breaking them down into a fact table and dimension table. Full documentation below
https://t.co/88133iBh7R
#NG30DaysOfLearning @TheOyinbooke @AhmedOyelowo",3,0,0,0
78,2022-06-23 05:27:19+00:00,https://twitter.com/_Khicked/status/1539842515427262464,_Khicked,Twitter for Android,Everywhere. ,How can I join your Power Bi #30Daysoflearning schedule? @TheOyinbooke #PowerBI #30DaysOfLearning,0,1,0,0
79,2022-06-23 04:33:45+00:00,https://twitter.com/otene_daniel/status/1539829034795810816,otene_daniel,Twitter Web App,,"Share your thoughts, corrections and recommendations about this Covid-19 Global Analysis dashboard #NG30DaysOfLearning 
@TheOyinbooke @Alexa_Ighodaro 
@jessica_xls @ChimeXdata 
Check out the full documentation using this link https://t.co/ZgF11dFvHF https://t.co/IfseHV7SxD",13,0,0,2
80,2022-06-23 03:31:50+00:00,https://twitter.com/GioGuarin/status/1539813453447168000,GioGuarin,Twitter Web App,"Palm Beach, FL","1 | #30DaysOfLearning 

During my training time at work today, I was able to complete the Networking Foundations certificate on LinkedIn Learning. Its technically not Comptia, but as a refresher for the intro content I was able to speed run to completion in roughly 40 minutes https://t.co/TaXkixNeoe",0,0,0,1
81,2022-06-22 22:49:47+00:00,https://twitter.com/its_royalgold/status/1539742472099831808,its_royalgold,Twitter for iPhone,"Ibadan, Nigeria","In today’s class I learnt what data modeling is all about, types of relationships, managing relationships, relationship cardinality and more.
Click this link to view my work on GitHub. https://t.co/zNMWBKSm4k
@TheOyinbooke #NG30DaysOfLearning #30DaysOfLearning https://t.co/iNTNHHrUUy",2,0,0,1
