Year,Month,ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
2006,2,313,2006-02-01 00:00:00.000,2006-02-08 00:00:00.000,22041,1,6,SO43918,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,314,2006-02-01 00:00:00.000,2006-02-08 00:00:00.000,12124,1,7,SO43919,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,313,2006-02-01 00:00:00.000,2006-02-08 00:00:00.000,28066,1,4,SO43920,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,313,2006-02-01 00:00:00.000,2006-02-08 00:00:00.000,16743,1,9,SO43921,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,310,2006-02-01 00:00:00.000,2006-02-08 00:00:00.000,13546,1,8,SO43922,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,312,2006-02-02 00:00:00.000,2006-02-09 00:00:00.000,28018,1,4,SO43923,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,310,2006-02-02 00:00:00.000,2006-02-09 00:00:00.000,12132,1,7,SO43924,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,314,2006-02-02 00:00:00.000,2006-02-09 00:00:00.000,16661,1,9,SO43925,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,351,2006-02-03 00:00:00.000,2006-02-10 00:00:00.000,11055,1,9,SO43926,1,1,3374.99,1898.0944,3374.99,269.9992
2006,2,314,2006-02-03 00:00:00.000,2006-02-10 00:00:00.000,16662,1,9,SO43927,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,313,2006-02-03 00:00:00.000,2006-02-10 00:00:00.000,16740,1,9,SO43928,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,322,2006-02-03 00:00:00.000,2006-02-10 00:00:00.000,25270,1,9,SO43929,1,1,699.0982,413.1463,699.0982,55.9279
2006,2,312,2006-02-04 00:00:00.000,2006-02-11 00:00:00.000,28038,1,4,SO43930,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,313,2006-02-04 00:00:00.000,2006-02-11 00:00:00.000,13548,1,8,SO43931,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,314,2006-02-04 00:00:00.000,2006-02-11 00:00:00.000,16741,1,9,SO43932,1,1,3578.27,2171.2942,3578.27,286.2616
2006,2,347,2006-02-04 00:00:00.000,2006-02-11 00:00:00.000,11031,1,9,SO43933,1,1,3399.99,1912.1544,3399.99,271.9992
2006,2,346,2006-02-04 00:00:00.000,2006-02-11 00:00:00.000,11034,1,9,SO43934,1,1,3399.99,1912.1544,3399.99,271.9992
2006,2,334,2006-02-05 00:00:00.000,2006-02-12 00:00:00.000,20048,1,10,SO43935,1,2,349.5491,413.1463,699.0982,55.9279
2006,2,311,2006-02-05 00:00:00.000,2006-02-12 00:00:00.000,28065,1,4,SO43936,1,2,1789.135,2171.2942,3578.27,286.2616
2006,2,312,2006-02-05 00:00:00.000,2006-02-12 00:00:00.000,17047,1,9,SO43937,1,2,1789.135,2171.2942,3578.27,286.2616
2006,2,310,2006-02-05 00:00:00.000,2006-02-12 00:00:00.000,16686,1,9,SO43938,1,2,1789.135,2171.2942,3578.27,286.2616
2006,2,312,2006-02-05 00:00:00.000,2006-02-12 00:00:00.000,16659,1,9,SO43939,1,2,1789.135,2171.2942,3578.27,286.2616
2006,2,336,2006-02-05 00:00:00.000,2006-02-12 00:00:00.000,25294,1,9,SO43940,1,2,349.5491,413.1463,699.0982,55.9279
2006,2,314,2006-02-06 00:00:00.000,2006-02-13 00:00:00.000,13600,1,10,SO43941,1,4,894.5675,2171.2942,3578.27,286.2616
2006,2,310,2006-02-06 00:00:00.000,2006-02-13 00:00:00.000,17051,1,9,SO43942,1,4,894.5675,2171.2942,3578.27,286.2616
2006,2,338,2006-02-06 00:00:00.000,2006-02-13 00:00:00.000,14565,1,4,SO43943,1,4,174.7745,413.1463,699.0982,55.9279
