Year,Month,ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
2007,7,375,2007-07-01 00:00:00.000,2007-07-08 00:00:00.000,16538,1,8,SO48795,1,1,2181.5625,1320.6838,2181.5625,174.525
2007,7,375,2007-07-01 00:00:00.000,2007-07-08 00:00:00.000,15094,1,7,SO48796,1,1,2181.5625,1320.6838,2181.5625,174.525
2007,7,385,2007-07-01 00:00:00.000,2007-07-08 00:00:00.000,14335,1,1,SO48797,1,1,1000.4375,605.6492,1000.4375,80.035
2007,7,369,2007-07-01 00:00:00.000,2007-07-08 00:00:00.000,23332,2,9,SO48798,1,1,2443.35,1518.7864,2443.35,195.468
2007,7,352,2007-07-01 00:00:00.000,2007-07-08 00:00:00.000,26708,1,4,SO48799,1,1,2071.4196,1117.8559,2071.4196,165.7136
2007,7,343,2007-07-01 00:00:00.000,2007-07-08 00:00:00.000,15491,1,5,SO48800,1,1,782.99,486.7066,782.99,62.6392
2007,7,327,2007-07-01 00:00:00.000,2007-07-08 00:00:00.000,15493,1,1,SO48801,1,1,782.99,486.7066,782.99,62.6392
2007,7,383,2007-07-01 00:00:00.000,2007-07-08 00:00:00.000,24923,1,9,SO48802,1,1,1000.4375,605.6492,1000.4375,80.035
2007,7,383,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,19416,1,10,SO48803,1,1,1000.4375,605.6492,1000.4375,80.035
2007,7,356,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,12276,1,8,SO48804,1,1,2071.4196,1117.8559,2071.4196,165.7136
2007,7,331,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,19318,1,7,SO48805,1,1,782.99,486.7066,782.99,62.6392
2007,7,341,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,20885,1,10,SO48806,1,1,782.99,486.7066,782.99,62.6392
2007,7,325,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,20892,1,10,SO48807,1,1,782.99,486.7066,782.99,62.6392
2007,7,368,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,16552,1,8,SO48808,1,1,2443.35,1518.7864,2443.35,195.468
2007,7,369,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,23411,2,9,SO48809,1,1,2443.35,1518.7864,2443.35,195.468
2007,7,369,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,23415,2,9,SO48810,1,1,2443.35,1518.7864,2443.35,195.468
2007,7,335,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,15517,1,4,SO48811,1,1,782.99,486.7066,782.99,62.6392
2007,7,356,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,13630,1,9,SO48812,1,1,2071.4196,1117.8559,2071.4196,165.7136
2007,7,362,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,13631,2,9,SO48813,1,1,2049.0982,1105.81,2049.0982,163.9279
2007,7,360,2007-07-02 00:00:00.000,2007-07-09 00:00:00.000,13647,1,9,SO48814,1,1,2049.0982,1105.81,2049.0982,163.9279
2007,7,377,2007-07-03 00:00:00.000,2007-07-10 00:00:00.000,17700,1,10,SO48815,1,1,2181.5625,1320.6838,2181.5625,174.525
2007,7,356,2007-07-03 00:00:00.000,2007-07-10 00:00:00.000,12459,1,10,SO48816,1,1,2071.4196,1117.8559,2071.4196,165.7136
2007,7,373,2007-07-03 00:00:00.000,2007-07-10 00:00:00.000,26049,1,6,SO48817,1,1,2181.5625,1320.6838,2181.5625,174.525
2007,7,333,2007-07-03 00:00:00.000,2007-07-10 00:00:00.000,15497,1,4,SO48818,1,1,782.99,486.7066,782.99,62.6392
2007,7,352,2007-07-03 00:00:00.000,2007-07-10 00:00:00.000,13622,1,9,SO48819,1,1,2071.4196,1117.8559,2071.4196,165.7136
2007,7,358,2007-07-03 00:00:00.000,2007-07-10 00:00:00.000,13958,1,9,SO48820,1,1,2049.0982,1105.81,2049.0982,163.9279
2007,7,379,2007-07-03 00:00:00.000,2007-07-10 00:00:00.000,23344,1,9,SO48821,1,1,2181.5625,1320.6838,2181.5625,174.525
2007,7,379,2007-07-04 00:00:00.000,2007-07-11 00:00:00.000,17743,1,10,SO48822,1,1,2181.5625,1320.6838,2181.5625,174.525
2007,7,369,2007-07-04 00:00:00.000,2007-07-11 00:00:00.000,16821,2,8,SO48823,1,1,2443.35,1518.7864,2443.35,195.468
2007,7,369,2007-07-04 00:00:00.000,2007-07-11 00:00:00.000,23408,2,9,SO48824,1,1,2443.35,1518.7864,2443.35,195.468
2007,7,373,2007-07-04 00:00:00.000,2007-07-11 00:00:00.000,23414,1,9,SO48825,1,1,2181.5625,1320.6838,2181.5625,174.525
2007,7,369,2007-07-04 00:00:00.000,2007-07-11 00:00:00.000,23421,2,9,SO48826,1,1,2443.35,1518.7864,2443.35,195.468
2007,7,360,2007-07-04 00:00:00.000,2007-07-11 00:00:00.000,26729,1,1,SO48827,1,1,2049.0982,1105.81,2049.0982,163.9279
2007,7,369,2007-07-04 00:00:00.000,2007-07-11 00:00:00.000,23120,2,9,SO48828,1,1,2443.35,1518.7864,2443.35,195.468
2007,7,368,2007-07-04 00:00:00.000,2007-07-11 00:00:00.000,23121,1,9,SO48829,1,1,2443.35,1518.7864,2443.35,195.468
