Year,Month,ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
2008,2,374,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,18301,1,9,SO51876,1,1,2443.35,1554.9479,2443.35,195.468
2008,2,217,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,18301,1,9,SO51876,2,1,34.99,13.0863,34.99,2.7992
2008,2,357,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,11409,1,7,SO51877,1,1,2319.99,1265.6195,2319.99,185.5992
2008,2,528,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,11409,1,7,SO51877,2,1,4.99,1.8663,4.99,0.3992
2008,2,537,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,11409,1,7,SO51877,3,1,35.00,13.09,35.00,2.80
2008,2,214,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,11409,1,7,SO51877,4,1,34.99,13.0863,34.99,2.7992
2008,2,353,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,11468,2,10,SO51878,1,1,2319.99,1265.6195,2319.99,185.5992
2008,2,225,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,28788,1,4,SO51879,1,1,8.99,6.9223,8.99,0.7192
2008,2,479,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,12204,1,1,SO51880,1,1,8.99,3.3623,8.99,0.7192
2008,2,477,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,12204,1,1,SO51880,2,1,4.99,1.8663,4.99,0.3992
2008,2,481,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,12204,1,1,SO51880,3,1,8.99,3.3623,8.99,0.7192
2008,2,528,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,21407,1,9,SO51881,1,1,4.99,1.8663,4.99,0.3992
2008,2,537,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,21407,1,9,SO51881,2,1,35.00,13.09,35.00,2.80
2008,2,480,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,21407,1,9,SO51881,3,1,2.29,0.8565,2.29,0.1832
2008,2,530,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,27688,1,9,SO51882,1,1,4.99,1.8663,4.99,0.3992
2008,2,480,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,27688,2,9,SO51882,2,1,2.29,0.8565,2.29,0.1832
2008,2,486,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,27688,1,9,SO51882,3,1,159.00,59.466,159.00,12.72
2008,2,217,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,15138,1,9,SO51883,1,1,34.99,13.0863,34.99,2.7992
2008,2,541,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,16338,1,9,SO51884,1,1,28.99,10.8423,28.99,2.3192
2008,2,530,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,16338,1,9,SO51884,2,1,4.99,1.8663,4.99,0.3992
2008,2,467,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,16338,1,9,SO51884,3,1,24.49,9.1593,24.49,1.9592
2008,2,480,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,15640,1,9,SO51885,1,1,2.29,0.8565,2.29,0.1832
2008,2,480,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,18293,1,9,SO51886,1,1,2.29,0.8565,2.29,0.1832
2008,2,488,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,11530,1,6,SO51887,1,1,53.99,41.5723,53.99,4.3192
2008,2,465,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,11530,1,6,SO51887,2,1,24.49,9.1593,24.49,1.9592
2008,2,529,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,29079,1,4,SO51888,1,1,3.99,1.4923,3.99,0.3192
2008,2,214,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,29079,1,4,SO51888,2,1,34.99,13.0863,34.99,2.7992
2008,2,473,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,29079,1,4,SO51888,3,1,63.50,23.749,63.50,5.08
2008,2,538,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,27659,1,1,SO51889,1,1,21.49,8.0373,21.49,1.7192
2008,2,490,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,27659,1,1,SO51889,2,1,53.99,41.5723,53.99,4.3192
2008,2,540,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,15571,1,6,SO51890,1,1,32.60,12.1924,32.60,2.608
2008,2,480,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,15571,1,6,SO51890,2,1,2.29,0.8565,2.29,0.1832
2008,2,540,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,24940,1,4,SO51891,1,1,32.60,12.1924,32.60,2.608
2008,2,480,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,24940,1,4,SO51891,2,1,2.29,0.8565,2.29,0.1832
2008,2,540,2008-02-01 00:00:00.000,2008-02-08 00:00:00.000,24293,1,4,SO51892,1,1,32.60,12.1924,32.60,2.608
