Year,Month,ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
2008,5,388,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,23572,1,9,SO57191,1,1,1120.49,713.0798,1120.49,89.6392
2008,5,488,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,23572,1,9,SO57191,2,1,53.99,41.5723,53.99,4.3192
2008,5,529,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,11183,1,4,SO57192,1,1,3.99,1.4923,3.99,0.3192
2008,5,480,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,11183,1,4,SO57192,2,1,2.29,0.8565,2.29,0.1832
2008,5,485,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,16338,1,9,SO57193,1,1,21.98,8.2205,21.98,1.7584
2008,5,214,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,16338,1,9,SO57193,2,1,34.99,13.0863,34.99,2.7992
2008,5,490,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,16338,1,9,SO57193,3,1,53.99,41.5723,53.99,4.3192
2008,5,465,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,28717,1,9,SO57194,1,1,24.49,9.1593,24.49,1.9592
2008,5,477,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,28717,1,9,SO57194,2,1,4.99,1.8663,4.99,0.3992
2008,5,476,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,26762,1,9,SO57195,1,1,69.99,26.1763,69.99,5.5992
2008,5,471,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,26762,1,9,SO57195,2,1,63.50,23.749,63.50,5.08
2008,5,541,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,19610,1,9,SO57196,1,1,28.99,10.8423,28.99,2.3192
2008,5,530,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,19610,1,9,SO57196,2,1,4.99,1.8663,4.99,0.3992
2008,5,214,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,19610,1,9,SO57196,3,1,34.99,13.0863,34.99,2.7992
2008,5,477,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,11068,1,9,SO57197,1,1,4.99,1.8663,4.99,0.3992
2008,5,479,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,11068,1,9,SO57197,2,1,8.99,3.3623,8.99,0.7192
2008,5,467,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,11068,1,9,SO57197,3,1,24.49,9.1593,24.49,1.9592
2008,5,488,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,11200,1,6,SO57198,1,1,53.99,41.5723,53.99,4.3192
2008,5,225,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,11619,1,6,SO57199,1,1,8.99,6.9223,8.99,0.7192
2008,5,529,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,29073,1,1,SO57200,1,1,3.99,1.4923,3.99,0.3192
2008,5,214,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,29073,1,1,SO57200,2,1,34.99,13.0863,34.99,2.7992
2008,5,234,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,11840,1,4,SO57201,1,1,49.99,38.4923,49.99,3.9992
2008,5,480,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,11331,1,6,SO57202,1,1,2.29,0.8565,2.29,0.1832
2008,5,535,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,20106,1,6,SO57203,1,1,24.99,9.3463,24.99,1.9992
2008,5,535,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,26680,1,1,SO57204,1,1,24.99,9.3463,24.99,1.9992
2008,5,528,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,26680,1,1,SO57204,2,1,4.99,1.8663,4.99,0.3992
2008,5,480,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,26680,2,1,SO57204,3,1,2.29,0.8565,2.29,0.1832
2008,5,529,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,13701,1,6,SO57205,1,1,3.99,1.4923,3.99,0.3192
2008,5,540,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,13701,1,6,SO57205,2,1,32.60,12.1924,32.60,2.608
2008,5,528,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,12970,1,6,SO57206,1,1,4.99,1.8663,4.99,0.3992
2008,5,536,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,12970,1,6,SO57206,2,1,29.99,11.2163,29.99,2.3992
2008,5,485,2008-05-01 00:00:00.000,2008-05-08 00:00:00.000,12970,1,6,SO57206,3,1,21.98,8.2205,21.98,1.7584
